0,0,0
0,1,0
0,2,1
0,3,0
0,4,1
0,5,0
0,6,0
1,0,1
1,6,1
1,7,0
2,0,0
3,0,0
4,0,0
4,1,0
4,2,1
5,2,0
6,2,0
6,3,1
6,4,0
6,5,1
6,6,0
6,7,1
