filename,n_nodes,mst_cost,mst_time_s,christofides_cost,christofides_time_s,total_time_s
722,51,823.649376093386,0.003409,967.2510000340144,0.005314,0.008724
723,22,469.4460670737984,0.000637,366.6336247642896,0.000555,0.001193
724,45,674.3687089258227,0.002617,835.0500056176102,0.003711,0.006327
725,35,556.1240543875891,0.001598,629.7672085547421,0.001874,0.003472
726,78,987.1584182086992,0.007761,971.0799485104342,0.018204,0.025965
727,32,527.8166284661703,0.001295,477.60676628210234,0.001414,0.002709
728,53,767.366184238017,0.003711,774.9874446817955,0.005801,0.009512
729,75,872.6767042754517,0.007238,873.6725335698592,0.015859,0.023098
730,22,572.478641614623,0.000607,540.6114528575154,0.000544,0.001151
731,29,607.094607424267,0.001057,499.649323013813,0.001231,0.002288
732,76,984.0467621982966,0.007455,1049.6762809137392,0.016588,0.024043
733,82,805.7013123473209,0.008648,875.9151024544153,0.020817,0.029465
734,81,991.009234398459,0.008463,991.5285369676819,0.019933,0.028396
735,96,1027.0069458426196,0.012099,1146.0082305894155,0.031792,0.043891
736,45,764.2414602983386,0.002503,756.1001702199688,0.003665,0.006169
737,58,823.0589863878967,0.004139,700.020889428179,0.007255,0.011394
738,25,539.2665921428782,0.000794,642.2223770010083,0.000746,0.001540
739,80,938.2699732954846,0.007955,903.5229849097798,0.018905,0.026860
740,49,843.6206833314313,0.003144,885.7374212256643,0.004720,0.007864
741,73,886.2094322006634,0.006943,1062.0067810545536,0.014898,0.021841
742,62,840.1844156075446,0.004868,909.9712138928486,0.009211,0.014078
743,82,1021.168021811866,0.008670,959.473732867501,0.020711,0.029382
744,50,656.1601752047267,0.003272,766.5912732876352,0.004964,0.008237
745,53,739.2611302415313,0.003669,808.5038365280873,0.005902,0.009571
746,27,617.6833176327837,0.000940,578.5768907130725,0.000940,0.001880
747,27,489.59717464356083,0.000885,407.324527594814,0.000901,0.001786
748,59,824.5245933770204,0.004606,929.1556811552733,0.008039,0.012644
749,78,904.6928308705602,0.007966,990.9184306723643,0.016975,0.024942
750,49,787.5812021762698,0.002964,821.767478784495,0.004484,0.007448
751,83,961.2330895034429,0.008563,1013.6854369736002,0.021009,0.029573
752,73,834.0283409396176,0.006610,997.6171920057137,0.014188,0.020798
753,41,675.069752840452,0.002065,796.5521925409012,0.002842,0.004907
754,65,839.7280319466613,0.005232,830.6779713124419,0.010080,0.015313
755,45,728.5897358648866,0.002475,790.793615597075,0.003602,0.006077
756,32,509.37002653441925,0.001251,617.8001220832085,0.001432,0.002683
757,42,753.6744148592588,0.002143,744.3871251626077,0.002960,0.005104
758,74,953.0828497607439,0.006776,1090.2602573199217,0.014717,0.021493
759,56,858.7134296814588,0.003855,877.1365289630187,0.006558,0.010414
760,60,864.6294732220651,0.004411,843.0030732617728,0.008089,0.012500
761,76,952.1996225210545,0.007156,934.1294230913192,0.015924,0.023080
762,88,952.2738772622828,0.009657,1031.0427614101059,0.024253,0.033911
763,39,716.5912812997026,0.001927,757.7234773918052,0.002513,0.004440
764,68,870.9020868681237,0.005705,930.2510068871355,0.011565,0.017270
765,22,579.5215964412778,0.000597,508.70598704872634,0.000538,0.001135
766,43,654.4772163760971,0.002269,703.1966940848258,0.003230,0.005499
767,76,882.4173363390694,0.007666,811.1747662170733,0.015897,0.023563
768,58,826.5860257581061,0.004181,938.302711396691,0.007342,0.011523
769,57,770.473757327242,0.004022,678.0391377035963,0.006938,0.010960
770,99,1119.7196856589026,0.012262,1236.4844460559693,0.034239,0.046501
771,58,857.4997539944483,0.004185,897.5702244055216,0.007303,0.011489
772,62,754.3830870816103,0.004752,846.2729293613794,0.008865,0.013617
773,47,719.417090525871,0.002743,772.2820467450126,0.004138,0.006882
774,78,888.9647845283359,0.007542,974.9730366850996,0.017100,0.024643
775,87,945.2912366382943,0.009487,921.253944213908,0.023529,0.033016
776,41,579.9809211105775,0.002069,656.6602494358282,0.002741,0.004810
777,31,690.2666884618448,0.001182,570.636673444801,0.001339,0.002522
778,44,745.8092714137098,0.002390,646.5073959816884,0.003463,0.005853
779,68,819.0904173239783,0.005748,961.2478294912723,0.011480,0.017228
780,35,621.4107854091628,0.001511,666.736376657118,0.001799,0.003310
781,40,729.1372221907594,0.001968,763.7250045594091,0.002625,0.004593
782,48,775.4949349050524,0.002846,812.8736492414539,0.004323,0.007169
783,60,808.9152050299698,0.004446,797.8257860107894,0.008095,0.012541
784,83,905.220398405222,0.008593,1040.4548511504915,0.020477,0.029070
785,94,1059.5724555279432,0.011045,1016.680158137761,0.029542,0.040587
786,81,939.9330645078439,0.008435,981.9479841473353,0.020068,0.028503
787,47,658.0034409334681,0.002901,595.0773836269661,0.004149,0.007050
788,76,894.2774356278314,0.007403,895.777312835806,0.016587,0.023991
789,74,851.7971787738956,0.007065,994.7952367437018,0.015350,0.022415
790,27,595.213214562117,0.000894,622.4813783637144,0.000951,0.001845
791,96,1084.118040149033,0.012155,1170.6881839666862,0.032732,0.044888
792,71,945.6160499705123,0.006487,1000.7288278996834,0.013662,0.020150
793,28,544.1652720711576,0.001029,627.4393670435686,0.001040,0.002069
794,83,972.9208910234561,0.008812,1080.5112206040035,0.021509,0.030321
795,52,732.126816376544,0.003611,664.1121136200768,0.005532,0.009143
796,97,1098.1489311611967,0.012875,1143.1718471301972,0.034156,0.047031
797,73,819.7580118843281,0.006986,952.1229526582587,0.014802,0.021788
798,78,857.1918011894026,0.007848,973.6976738636687,0.017732,0.025580
799,58,781.3904506731399,0.004375,792.4937312859038,0.007628,0.012003
800,58,687.5404169114605,0.004449,769.781157563513,0.007653,0.012102
801,26,590.8715217888807,0.000830,599.7948086592633,0.000817,0.001647
802,45,703.3078848443686,0.002519,803.8794739365403,0.003618,0.006137
803,21,467.4330382355395,0.000549,555.6226185288007,0.000476,0.001025
804,58,859.0748444932946,0.004146,899.0890100038242,0.007316,0.011463
805,31,581.6307371826332,0.001180,581.6307371826332,0.001386,0.002565
806,59,849.125244276054,0.004266,879.3784870408869,0.007689,0.011954
807,88,1094.9012665634027,0.009634,1135.373897711161,0.024404,0.034038
808,36,675.6743517098008,0.001628,701.0126127217859,0.002022,0.003650
809,69,868.7544307958862,0.005887,964.4668653269838,0.012323,0.018210
810,64,868.0817357214466,0.005288,936.604584109785,0.010111,0.015399
811,60,851.3052278673463,0.004651,855.8973059020198,0.008322,0.012973
812,54,808.634583478252,0.003827,813.0812951160649,0.006282,0.010110
813,88,973.1313680005713,0.010034,1013.9778683657536,0.025500,0.035534
814,27,572.737991888983,0.000922,456.0366343760229,0.000910,0.001832
815,32,589.3856884584795,0.001267,606.9341841099045,0.001594,0.002861
816,81,923.7850695842055,0.008586,1000.7069946652038,0.019786,0.028373
817,22,427.9267492247185,0.000632,448.6685880475383,0.000567,0.001199
818,49,671.9829425396254,0.002975,663.9208146107095,0.004910,0.007885
819,24,511.7285201946357,0.000730,439.664049265433,0.000670,0.001400
820,40,674.5406241380254,0.002096,647.3468534474898,0.002781,0.004877
821,26,524.7336964133254,0.000832,528.6813998492918,0.000820,0.001652
822,45,691.2580909298541,0.002729,856.3978569103034,0.003805,0.006534
823,94,992.2075269414559,0.011118,989.4103875951281,0.029148,0.040267
824,84,903.7158200346918,0.008789,919.4192784428118,0.021121,0.029910
825,36,690.2472320604645,0.001614,756.212836702637,0.002020,0.003633
826,70,734.6754270880442,0.006027,743.8640663715212,0.012419,0.018446
827,64,816.669060643549,0.005044,878.2762693974357,0.009609,0.014653
828,94,1107.4392541804532,0.011031,1126.1448147559167,0.029346,0.040377
829,45,692.5105965891042,0.002497,756.8936851646284,0.003635,0.006132
830,90,1140.5262399339163,0.010172,1165.4464705940095,0.026108,0.036280
831,74,930.6939175836085,0.008339,896.0587641169243,0.015275,0.023615
832,97,1115.8010198198804,0.011933,1161.7387670847124,0.032537,0.044471
833,67,971.6106511387889,0.005597,1078.0842183208176,0.011026,0.016624
834,84,942.3581378164052,0.008764,1034.9809808893958,0.021309,0.030073
835,45,701.4162022667216,0.002530,684.1900767269759,0.003577,0.006107
836,80,884.7091297796727,0.007910,955.535298756861,0.018320,0.026230
837,40,716.045788010895,0.001969,689.2575741452166,0.002585,0.004554
838,36,586.078095104831,0.001582,556.5992639355355,0.001922,0.003505
839,61,858.2942899739328,0.004593,942.4161872804104,0.008393,0.012986
840,56,763.0573879990018,0.003867,762.7969309270119,0.006608,0.010475
841,59,779.1702500441581,0.004292,888.6324275329046,0.007672,0.011965
842,31,660.167560030715,0.001178,694.2898551072358,0.001356,0.002534
843,98,1031.7843122341624,0.011978,1083.0733507703533,0.032971,0.044949
844,70,882.6878351674643,0.006088,915.6589699408019,0.012451,0.018539
845,78,964.6697227320972,0.007550,1090.7129231167728,0.017188,0.024738
846,48,750.874499761914,0.002821,801.3297730109936,0.004240,0.007061
847,90,1000.9083948959229,0.010079,1090.6620950913868,0.027156,0.037236
848,98,1026.0636636092183,0.012685,1055.1644165165574,0.034635,0.047319
849,44,689.3999919081525,0.002395,735.3011778131666,0.003630,0.006025
850,52,795.3242611784967,0.003366,821.690559407407,0.005804,0.009170
851,83,1029.1623176265098,0.008871,1114.0509833868894,0.021486,0.030358
852,21,557.4259691528183,0.000590,523.4030571701029,0.000525,0.001115
853,27,465.2042845611088,0.000969,437.06259616662305,0.000891,0.001861
854,90,870.2834126266232,0.010427,1045.8650994399277,0.026927,0.037354
855,32,658.2636918286263,0.001341,610.6548848825196,0.001510,0.002851
856,27,667.5771850347816,0.000915,586.1948635530955,0.000915,0.001830
857,62,793.0631041050236,0.005001,834.3342334030605,0.009221,0.014222
858,83,1035.8519014671283,0.008966,1075.990748332862,0.021700,0.030666
859,98,1081.8625924980722,0.012508,1037.972634817207,0.034753,0.047261
860,32,645.918560621285,0.001332,687.1796516304379,0.001542,0.002875
861,80,1015.7616003428097,0.008192,956.1249400717219,0.019484,0.027676
862,41,675.0981097102125,0.002060,727.1330299383236,0.003062,0.005122
863,89,1006.1589140250811,0.010297,1140.3417550456363,0.026063,0.036360
864,85,972.0725602825254,0.009324,1030.5025643444967,0.022972,0.032296
865,65,841.3125149831725,0.005414,944.8521784862656,0.010718,0.016132
866,61,791.640330733031,0.004796,856.3717797775868,0.008818,0.013614
867,76,977.7208750122537,0.007536,1044.0923280505099,0.016561,0.024097
868,53,768.5766637132931,0.003639,783.2093117247697,0.006025,0.009665
869,77,912.425865755758,0.007637,1024.7514981638865,0.017186,0.024823
870,64,838.7087299517831,0.005245,956.4374305986793,0.010212,0.015457
871,87,982.5679730811688,0.009725,1093.3228293204265,0.024503,0.034229
872,95,1052.89380897904,0.011755,1004.112754707602,0.031136,0.042891
873,56,746.0806110537397,0.003990,838.649757685538,0.006796,0.010787
874,47,655.5536823506351,0.002840,731.421049316881,0.004094,0.006934
875,20,397.8679300220867,0.000529,366.13000415311814,0.000427,0.000956
876,62,858.6829487900386,0.004843,953.5172954669317,0.009086,0.013930
877,57,775.6223524086768,0.004092,748.5692437172345,0.007101,0.011194
878,93,1012.3472361357663,0.011215,953.3507434380996,0.029204,0.040419
879,94,1036.775485617267,0.011497,1103.3846790375405,0.029844,0.041340
880,90,994.9073439134625,0.010459,1077.188100730648,0.026429,0.036888
881,56,753.6009997560587,0.003840,767.2045892451906,0.006587,0.010427
882,86,1019.151245786544,0.009243,1060.5726595391457,0.023090,0.032333
883,83,910.3090162966898,0.008605,804.6608238707977,0.020332,0.028937
884,48,781.7651998666089,0.002839,887.5476837087986,0.004240,0.007079
885,86,954.4847686006842,0.009163,1075.0700989139102,0.022651,0.031815
886,84,983.107611692693,0.008812,967.9166760781595,0.021196,0.030008
887,61,718.4972890567133,0.004624,728.075872863209,0.008419,0.013043
888,49,805.0041835961695,0.002962,722.3536872463541,0.004551,0.007513
889,49,740.80896469618,0.002968,688.4173112116462,0.004481,0.007449
890,53,778.3079324940026,0.003459,808.2854685423665,0.005687,0.009146
891,75,990.1011366301396,0.006957,1110.240903965388,0.015324,0.022282
892,41,797.2690645393541,0.002086,752.4215937485078,0.002767,0.004853
893,64,718.3265875232784,0.005293,862.5916804602161,0.009788,0.015081
894,87,996.8067050528255,0.009562,1041.6528054832702,0.023813,0.033376
895,62,823.9399962673715,0.004926,1056.3722078212636,0.008919,0.013845
896,23,579.8129084055768,0.000684,580.1307109448206,0.000621,0.001305
897,100,1124.5105066266299,0.012882,1101.1430204789194,0.036112,0.048994
898,31,578.8466048742526,0.001241,607.3735501919151,0.001333,0.002575
899,20,545.6920529754202,0.000498,584.8225695360406,0.000448,0.000945
900,72,951.5017607828204,0.006680,989.5945064204083,0.013895,0.020575
901,25,531.118610448679,0.000790,537.4886352643986,0.000764,0.001555
902,61,899.3072914406279,0.004798,852.5099435205748,0.008677,0.013476
903,91,981.1650559163647,0.010615,1059.926069930616,0.027407,0.038022
904,35,660.0180197366975,0.001517,610.6118924449183,0.001868,0.003385
905,54,798.4478433232246,0.003746,867.82797618777,0.006114,0.009860
906,56,814.6678328969456,0.004050,908.3693256490259,0.006698,0.010748
907,44,800.6274004251032,0.002385,770.5568812353572,0.003360,0.005745
908,39,614.6563322540563,0.001871,749.878529046265,0.002408,0.004279
909,29,587.7336651011084,0.001054,600.1882006415037,0.001082,0.002136
910,94,1090.574040174527,0.011047,1006.8982429026388,0.029563,0.040610
911,61,830.057455019525,0.004938,827.0734749860433,0.008739,0.013677
912,58,838.256844032002,0.004345,877.9323656272859,0.007666,0.012011
913,81,931.5016266428164,0.008395,955.8528306102734,0.019920,0.028315
914,81,915.3892098466862,0.008498,952.7811034191463,0.019863,0.028361
915,53,765.5187688239018,0.003576,795.4276983801758,0.005773,0.009349
916,75,915.6711409357068,0.007259,897.319063012256,0.015868,0.023126
917,88,938.1515653718163,0.010052,984.1257477290382,0.024607,0.034659
918,70,838.8388092821908,0.006042,899.4753657575201,0.012347,0.018389
919,52,755.3852646664545,0.003356,849.7206860784615,0.005439,0.008795
920,48,786.0001278740766,0.002831,748.097182286894,0.004295,0.007126
921,73,936.7657431585609,0.006592,952.0264199356066,0.014110,0.020702
922,86,957.2097215023934,0.009187,1068.0552444216721,0.022561,0.031748
923,69,831.3110867624227,0.005910,943.9716636744294,0.011876,0.017786
924,88,987.3592031236423,0.009654,1057.5841327123012,0.024394,0.034048
925,28,620.1052562790912,0.000969,567.3310140226289,0.001076,0.002045
926,70,840.0608473110055,0.006034,911.8650145476192,0.012933,0.018967
927,37,708.3475700582067,0.001885,745.1147216902003,0.002186,0.004070
928,77,977.326796246703,0.007370,939.956657802927,0.016341,0.023711
929,53,835.0236162513653,0.003776,728.7102430182235,0.005693,0.009470
930,94,1056.8660507272914,0.011060,1095.4788636835872,0.029789,0.040850
931,88,980.9796551062566,0.009696,1052.434935133375,0.024431,0.034127
932,50,746.3675582473835,0.003093,813.1936869343244,0.004819,0.007912
933,90,961.7935305833915,0.010093,1093.2693664723574,0.026051,0.036145
934,33,634.125866550572,0.001351,652.5114948928666,0.001573,0.002924
935,69,878.6678519368569,0.005917,927.8083835656719,0.012045,0.017962
936,97,1029.5012510523243,0.011808,1063.0118476411294,0.033046,0.044854
937,79,980.3573663117628,0.007849,876.366909330249,0.017615,0.025464
938,90,1017.8800051998116,0.010143,1112.6731866981456,0.025869,0.036012
939,63,827.4512312938417,0.004963,840.8729667541463,0.009376,0.014338
940,31,611.9948562650227,0.001208,654.0790546646516,0.001309,0.002517
941,53,716.3670163079776,0.003482,833.7892167508735,0.005748,0.009230
942,88,1039.3810537994011,0.009723,1164.0122088136175,0.024227,0.033950
943,25,532.4263030134879,0.000784,474.1819389182337,0.000784,0.001568
944,70,883.5853150190609,0.006060,829.1056393802214,0.012601,0.018662
945,63,811.7767855340869,0.004919,885.6849480797104,0.009273,0.014192
946,100,999.3399997989712,0.012512,1111.5731899848497,0.035134,0.047646
947,75,905.7089421749454,0.007057,987.2608898904351,0.015315,0.022372
948,54,827.7469442685656,0.003603,902.4180464917299,0.006075,0.009679
949,45,760.3802576985196,0.002506,712.5847669441973,0.003622,0.006128
950,52,855.2419504413914,0.003350,825.0562186900967,0.005400,0.008750
951,67,885.4730654430315,0.005581,903.6338723257642,0.011024,0.016605
952,28,550.469942197047,0.000963,627.45703547625,0.000991,0.001954
953,56,863.8089187931542,0.003859,1023.6462929542269,0.006609,0.010468
954,94,1083.3528404592546,0.011094,1103.263880285984,0.029569,0.040663
955,32,568.9545496628326,0.001299,557.7504711129329,0.002029,0.003328
956,41,671.257538479373,0.002351,847.6060252196578,0.003034,0.005385
957,86,897.1073580348993,0.010830,877.8923723175207,0.022771,0.033601
958,56,792.6306037856241,0.004404,812.3139415351787,0.007005,0.011410
959,86,1028.6878047838948,0.010240,1081.4938518967422,0.022904,0.033144
960,37,725.2927207285767,0.001779,712.3904746125461,0.002101,0.003879
961,33,665.1283394528475,0.001342,681.6791749714406,0.001749,0.003092
962,81,908.0162642702677,0.008519,984.1019890144785,0.019481,0.028000
963,92,1034.3443640664545,0.010880,1133.5039065055319,0.027938,0.038818
964,45,669.492434891603,0.002686,768.7696178981682,0.003673,0.006359
965,94,983.7998404129895,0.011414,1004.4298314458639,0.029979,0.041394
966,39,615.9978524929157,0.001984,722.671283886536,0.002533,0.004517
967,81,956.5018329680458,0.008517,1092.5508467258876,0.019573,0.028091
968,77,1061.0491799819122,0.007821,987.2348446896449,0.016777,0.024598
969,52,756.8567229814159,0.003447,793.9858813471822,0.005556,0.009003
970,69,899.4423879818834,0.006122,987.8348436085071,0.012196,0.018318
971,63,860.2415412759511,0.005015,1009.7141562549322,0.009516,0.014531
972,69,937.9210996164913,0.006061,1142.4562905072578,0.012355,0.018416
973,84,987.6349131972191,0.009090,1030.6574804315896,0.021618,0.030709
974,28,518.66652004107,0.001006,491.5460993327665,0.000980,0.001986
975,60,783.6143279370756,0.004658,758.480868426457,0.008246,0.012904
976,71,931.4199081460753,0.006517,868.5974251061009,0.013201,0.019719
977,57,839.7818200237351,0.004107,846.8978320287215,0.007070,0.011177
978,33,610.380890324381,0.001397,627.4119089244566,0.001616,0.003013
979,61,877.0713511812396,0.004684,872.913095830643,0.008699,0.013383
980,54,754.3324417549317,0.003619,949.5505522935683,0.006080,0.009700
981,72,913.4425212351936,0.006684,960.7265270476187,0.013784,0.020469
982,52,835.6701954271317,0.003593,911.4960117869878,0.005458,0.009051
983,50,767.8967787655004,0.003162,714.9317992699257,0.004991,0.008153
984,83,936.7331837538048,0.008799,1007.7230866376252,0.020943,0.029742
985,64,860.7137572903167,0.005304,905.970664202177,0.009769,0.015074
986,43,675.4714582690901,0.002376,732.3655259492411,0.003261,0.005637
987,65,781.1939746903786,0.005502,959.4713663943608,0.010291,0.015793
988,57,842.7093655143258,0.004162,788.7784768324392,0.007152,0.011314
989,46,794.8671804750492,0.002715,880.8958150672028,0.003910,0.006625
990,44,776.8939850757596,0.002401,798.0376077829376,0.003447,0.005848
991,87,949.0275527169892,0.009826,1068.02528507456,0.023997,0.033824
992,20,563.8167121618947,0.000532,548.3938068512075,0.000434,0.000967
993,77,923.6279890172083,0.007579,900.7799868983915,0.016817,0.024396
994,26,589.282817018939,0.000877,486.60071685643226,0.000815,0.001692
995,22,547.7069034526803,0.000632,554.0825100725591,0.000537,0.001169
996,69,861.4786281419217,0.006022,877.0605536983594,0.012407,0.018429
997,43,676.0250418742693,0.002410,682.9319147447451,0.003214,0.005624
998,87,1055.1060443895747,0.010149,1007.1607189197188,0.023892,0.034041
999,40,634.825619675127,0.002201,655.2403742219116,0.002646,0.004846
1000,51,778.9648177570136,0.003346,709.353701282756,0.005118,0.008463
1001,59,785.714800015905,0.004497,750.6373357589612,0.007788,0.012285
1002,58,775.1028613240115,0.004333,823.6005569742704,0.007553,0.011886
1003,24,503.14312476606386,0.000728,509.4838623116541,0.000660,0.001388
1004,78,910.9052861445623,0.007777,973.2958405045251,0.017435,0.025212
1005,20,489.259611569059,0.000526,546.4690300602211,0.000427,0.000954
1006,45,760.3765828144305,0.002499,818.7198721081152,0.003750,0.006248
1007,34,682.5780101584681,0.001482,696.9324007623419,0.001666,0.003147
1008,93,1022.7116165407674,0.011196,1098.8531912423407,0.030230,0.041426
1009,99,1055.1214585089695,0.013569,965.618766500813,0.036253,0.049822
1010,22,560.1711865962806,0.000679,592.0524968831926,0.000610,0.001289
1011,67,832.6471157164053,0.005777,968.8215891001573,0.011409,0.017186
1012,39,606.4447014836411,0.002092,654.4246047135964,0.002651,0.004743
1013,94,1032.2986055376894,0.011431,1061.8277577238264,0.030864,0.042295
1014,29,562.9293074221691,0.001042,518.0159399376897,0.001085,0.002126
1015,38,694.5738190811788,0.001898,715.4176419117965,0.002407,0.004305
1016,34,724.6092928018459,0.001412,759.6356423777976,0.001746,0.003159
1017,42,636.1030313733249,0.002317,745.9147937711801,0.003016,0.005334
1018,42,753.6009644388421,0.002276,718.1424865857146,0.003093,0.005369
1019,97,982.6744651782296,0.012290,1079.6428551006452,0.033610,0.045900
1020,92,1016.945772286129,0.011037,1155.331135088231,0.029076,0.040113
1021,30,507.82251144796146,0.001214,576.0883837544492,0.001315,0.002529
1022,64,877.9409736925834,0.005318,935.0468433880632,0.010149,0.015467
1023,88,1143.707424123653,0.010011,1124.8186492833408,0.025424,0.035436
1024,98,1094.0085597280345,0.012510,1142.9048165890842,0.034631,0.047141
1025,55,835.5132777406619,0.003950,878.6370417055549,0.006594,0.010544
1026,58,829.765772052925,0.004271,790.9503606856105,0.007484,0.011755
1027,20,544.4337447941465,0.000534,577.9216203088359,0.000475,0.001010
1028,88,953.0553923482361,0.010130,1006.5292346550935,0.025129,0.035259
1029,83,1037.8840779758102,0.009004,964.4961703958356,0.021237,0.030241
1030,73,945.0345887000739,0.006922,926.487655184222,0.014628,0.021550
1031,71,912.931136541344,0.006580,940.4301866592053,0.013620,0.020200
1032,23,583.5028161396691,0.000663,569.9755190655674,0.000611,0.001273
1033,37,671.4796137990406,0.001792,608.3311526700057,0.002276,0.004069
1034,27,509.8860440086728,0.000934,507.4899150642433,0.000896,0.001830
1035,32,586.4076520241758,0.001285,459.9959991136785,0.001672,0.002957
1036,89,946.1592656977294,0.010323,1038.2312163164736,0.026192,0.036514
1037,64,830.977655900711,0.005231,987.3351964318891,0.010097,0.015328
1038,88,953.7480354475355,0.010081,1053.131776139815,0.025211,0.035293
1039,39,680.8837197810599,0.001923,738.706340930759,0.002608,0.004532
1040,98,983.4817671581573,0.012457,1127.517491367526,0.034688,0.047146
1041,65,928.8887347485633,0.005420,951.4989368638226,0.010677,0.016097
1042,100,1038.6658526693247,0.013169,1113.607637108898,0.037043,0.050212
1043,31,592.4972242035568,0.001317,653.4595301838672,0.001429,0.002746
1044,92,1072.9872308508125,0.010978,1162.1858249314648,0.028840,0.039818
1045,49,762.9153609398339,0.003151,728.8725679939683,0.004677,0.007827
1046,23,581.634004765915,0.000694,501.1587107516101,0.000640,0.001334
1047,52,717.3416104861345,0.003403,820.5463910396618,0.005635,0.009038
1048,23,568.121834750796,0.000650,644.883690505351,0.000578,0.001228
1049,43,717.6120381674863,0.002410,725.5243389346776,0.003270,0.005680
1050,26,573.8976015934919,0.000827,555.6638314003532,0.000914,0.001741
1051,73,818.4431492227618,0.006917,949.8586552147177,0.015079,0.021996
1052,75,876.1785708981156,0.007278,971.9972055085576,0.015842,0.023120
1053,75,914.7451190896754,0.007272,929.8177666908721,0.015924,0.023197
1054,39,651.8101447301422,0.001998,715.6817047723495,0.002594,0.004592
1055,54,784.2473768522451,0.003724,995.8259767542346,0.006272,0.009996
1056,52,834.1738855528962,0.003509,801.2179535001941,0.005495,0.009005
1057,100,1100.006100333656,0.013038,1110.5868146889857,0.036941,0.049980
1058,73,903.1422915687178,0.006924,976.5718805679792,0.014889,0.021813
1059,68,840.316584248896,0.006006,840.2284606790258,0.012079,0.018085
1060,26,630.4936289707529,0.000864,607.360138321259,0.000832,0.001696
1061,24,544.1768001349874,0.000706,540.183088699296,0.000648,0.001354
1062,86,1044.0387740549972,0.009669,1092.3836982150137,0.023601,0.033269
1063,63,842.2915678177934,0.005171,852.8365333237207,0.009577,0.014748
1064,33,626.4887956823644,0.001466,687.5842975581836,0.001707,0.003173
1065,31,518.3662944990103,0.001240,564.4729385328345,0.001343,0.002582
1066,67,910.2259197567453,0.005835,869.7034880624362,0.011601,0.017435
1067,47,687.3601465070531,0.002820,835.0085901341471,0.004200,0.007019
1068,85,1000.8184055491553,0.009402,1103.752938041845,0.022865,0.032268
1069,34,575.9322095187495,0.001549,663.937801971829,0.001782,0.003331
1070,60,842.3722043304764,0.004589,899.914111641539,0.008387,0.012976
1071,94,969.9445775035869,0.011493,1069.349249225972,0.031110,0.042602
1072,47,744.0392019612142,0.002712,820.4460158608041,0.004289,0.007001
1073,46,723.5206194312625,0.002613,835.3641359279011,0.004099,0.006713
1074,30,535.722172783128,0.001106,559.0529879584839,0.001239,0.002345
1075,43,721.400538530794,0.002403,838.5225001854985,0.003308,0.005711
1076,76,989.7918787505334,0.007474,1096.104076686045,0.016719,0.024194
1077,39,637.4178214228739,0.001976,727.9116884358479,0.002437,0.004413
1078,51,853.2229027285896,0.003376,909.503732577135,0.005280,0.008656
1079,49,802.4062986090048,0.003109,719.3423668114848,0.004834,0.007944
1080,68,837.3816525386064,0.006029,886.4050082814031,0.011923,0.017951
1081,71,845.8106334764229,0.006507,940.4693842102498,0.013565,0.020072
1082,70,908.1495189355124,0.006432,980.4997443006151,0.013213,0.019646
1083,32,642.2644959403059,0.001298,543.1648846089131,0.001498,0.002797
1084,55,732.1149903774533,0.003880,816.0033500918256,0.006579,0.010459
1085,32,636.1166736215504,0.001248,676.5534579970923,0.001510,0.002758
1086,85,1004.3742730902687,0.009398,999.7515012149257,0.022848,0.032246
1087,69,898.882023011914,0.006278,1008.7526077935543,0.012539,0.018817
1088,61,825.0143994686013,0.004827,959.7442282475826,0.008955,0.013783
1089,26,536.7550369661985,0.000859,485.9668402960885,0.000794,0.001653
1090,54,687.7320134669719,0.003789,718.9878574729571,0.006329,0.010118
1091,37,616.3425903067664,0.001795,680.7540327768095,0.002162,0.003957
1092,38,651.4586152548364,0.001795,660.670776599476,0.002354,0.004149
1093,80,945.651523647848,0.008352,967.1556918735208,0.019318,0.027670
1094,98,929.5693300196139,0.012410,1087.0251325650856,0.034830,0.047241
1095,52,791.6714658737734,0.003472,853.3373359303077,0.005665,0.009137
1096,92,1041.2604830075454,0.010940,1025.603591828854,0.028963,0.039903
1097,37,708.4742771432188,0.001771,667.2176161829291,0.002115,0.003886
1098,43,711.6429633317708,0.002384,727.9837949554061,0.003282,0.005666
1099,70,901.9930940874893,0.006391,944.8983475301052,0.013074,0.019465
1100,36,620.5051171768449,0.001580,606.6378822821804,0.002021,0.003602
1101,88,950.6303481738214,0.010232,977.0661575048696,0.025075,0.035307
1102,75,891.8387390708733,0.007274,1098.5479477125532,0.015903,0.023177
1103,79,969.3319427072516,0.008062,1030.8112251665796,0.018650,0.026713
1104,82,1002.5764856073314,0.008662,1065.018994794307,0.020827,0.029490
1105,51,831.0311925064215,0.003332,814.5314201700008,0.005279,0.008611
1106,54,851.7717011351874,0.003808,735.3901620487711,0.006286,0.010095
1107,90,951.5557088105373,0.010454,1141.4693875156095,0.027175,0.037629
1108,37,656.7354430156763,0.001904,595.225616546788,0.002298,0.004202
1109,27,602.651186497249,0.000894,695.7339761748979,0.000897,0.001791
1110,57,782.9706010057336,0.004269,788.7246551078031,0.007353,0.011623
1111,41,693.9887355847984,0.002072,731.1027162815068,0.002917,0.004989
1112,44,739.7156603043289,0.002499,772.436423626347,0.003514,0.006013
1113,32,554.3809694648877,0.001336,506.8134055611703,0.001955,0.003290
1114,87,987.0529555508053,0.009910,975.450469052221,0.024507,0.034417
1115,53,683.1649369572161,0.003622,862.1365856514702,0.005990,0.009612
1116,86,1011.2042371743911,0.009741,999.800249203752,0.023615,0.033356
